"stockid","stocklong","scientificname","var_cause","var_consequence","causality","CCM_test_above_surrogates","CCM_kendall_tau","CCM_kendall_pval","S_map_mean_coef","S_map_mean_ttest_pval","S_map_trend_slope","S_map_trend_pval","S_map_trend_R2"
"CODBA2532","Atlantic cod Eastern Baltic","Gadus morhua","SProd","HRate","Yes",TRUE,0.799999952316284,9.5367431640625e-07,-0.32328686013636,1.85410232841045e-11,0.00252066993278108,0.393745576268525,0.0182434668521322
"CODFAPL","Atlantic cod Faroe Plateau","Gadus morhua","SST","SProd","No",FALSE,0.747368335723877,4.76837158203125e-06,NA,NA,NA,NA,NA
"CODFAPL","Atlantic cod Faroe Plateau","Gadus morhua","HRate","SProd","No",FALSE,-0.0315789431333542,0.871131479740143,NA,NA,NA,NA,NA
"CODFAPL","Atlantic cod Faroe Plateau","Gadus morhua","SProd","SST","No",FALSE,0.705263078212738,1.59740447998047e-05,NA,NA,NA,NA,NA
"CODFAPL","Atlantic cod Faroe Plateau","Gadus morhua","SProd","HRate","No",FALSE,0.178947359323502,0.284321665763855,NA,NA,NA,NA,NA
"CODICE","Atlantic cod Iceland Grounds","Gadus morhua","SST","SProd","Yes",TRUE,0.536842048168182,0.00104963779449463,0.0929011556857338,8.44881832482387e-34,0.000184013170851683,0.384391393521534,0.0145832158239661
"CODICE","Atlantic cod Iceland Grounds","Gadus morhua","HRate","SProd","Yes",TRUE,0.547368347644806,0.000832438468933105,0.333725029092435,6.87430750877817e-63,0.000453327273916083,0.0266692542747402,0.0909622551115084
"CODICE","Atlantic cod Iceland Grounds","Gadus morhua","SProd","SST","No",FALSE,0.115789465606213,0.495662689208984,NA,NA,NA,NA,NA
"CODICE","Atlantic cod Iceland Grounds","Gadus morhua","SProd","HRate","No",FALSE,-0.72631573677063,8.79462186276214e-06,NA,NA,NA,NA,NA
"CODIS","Atlantic cod Irish Sea","Gadus morhua","SST","SProd","Yes",TRUE,0.568421006202698,0.000517487525939941,-0.204388074341898,6.54392357068653e-05,0.00971039152886033,0.00290404242751773,0.177023937631933
"CODIS","Atlantic cod Irish Sea","Gadus morhua","HRate","SProd","No",FALSE,0.715789437294006,1.19209289550781e-05,NA,NA,NA,NA,NA
"CODIS","Atlantic cod Irish Sea","Gadus morhua","SProd","SST","No",TRUE,-0.0315789431333542,0.871131479740143,NA,NA,NA,NA,NA
"CODIS","Atlantic cod Irish Sea","Gadus morhua","SProd","HRate","Yes",TRUE,0.905263066291809,0,0.20079156310568,4.12675740955064e-46,-0.000292982351541197,0.161422568135883,0.049649143353523
"CODNEAR","Atlantic cod North-East Arctic","Gadus morhua","SST","SProd","No",FALSE,0.8315789103508,3.57627868652344e-07,NA,NA,NA,NA,NA
"CODNEAR","Atlantic cod North-East Arctic","Gadus morhua","HRate","SProd","Yes",TRUE,0.873684167861938,1.19209289550781e-07,-0.437023146744527,1.5128968444336e-93,-0.000424399903169372,0.000300657581710581,0.175968310422752
"CODNEAR","Atlantic cod North-East Arctic","Gadus morhua","SProd","SST","No",FALSE,-0.873684167861938,8.63610551959937e-08,NA,NA,NA,NA,NA
"CODNEAR","Atlantic cod North-East Arctic","Gadus morhua","SProd","HRate","No",FALSE,-0.8315789103508,3.51044434410142e-07,NA,NA,NA,NA,NA
"COWCODSCAL","Cowcod Southern California","Sebastes levis","SST","SProd","Yes",TRUE,0.915789425373077,0,-0.0385622142914927,6.12077791791345e-19,-0.00031259312047553,0.00377700667749528,0.0724662258973442
"COWCODSCAL","Cowcod Southern California","Sebastes levis","HRate","SProd","Yes",TRUE,0.999999940395355,0,0.115749013946039,4.30505376383012e-30,-0.000191332383630957,0.396561497998814,0.00642517949705612
"COWCODSCAL","Cowcod Southern California","Sebastes levis","SProd","SST","No",FALSE,0.799999952316284,9.5367431640625e-07,NA,NA,NA,NA,NA
"COWCODSCAL","Cowcod Southern California","Sebastes levis","SProd","HRate","Yes",TRUE,0.978947281837463,0,0.0277980751893813,2.8288103366069e-68,-1.76587247092223e-05,0.408475584404731,0.00645513081383791
"CPRROCKPCOAST","Copper rockfish Pacific Coast","Sebastes caurinus","SST","SProd","No",FALSE,0.989473581314087,0,NA,NA,NA,NA,NA
"CPRROCKPCOAST","Copper rockfish Pacific Coast","Sebastes caurinus","HRate","SProd","Yes",TRUE,0.989473581314087,0,0.368741664892211,5.67052437051421e-32,-0.00664820044013749,3.02999379591321e-36,0.828709470165826
"CPRROCKPCOAST","Copper rockfish Pacific Coast","Sebastes caurinus","SProd","SST","No",FALSE,0.905263066291809,0,NA,NA,NA,NA,NA
"CPRROCKPCOAST","Copper rockfish Pacific Coast","Sebastes caurinus","SProd","HRate","Yes",TRUE,0.999999940395355,0,0.0568820822729343,2.57461553438648e-19,0.000642156485877897,0.000429013295586735,0.129381998887441
"CROCKPCOAST","Canary rockfish Pacific Coast","Sebastes pinniger","SST","SProd","Yes",TRUE,0.757894694805145,3.45706939697266e-06,-0.0183748154207053,8.62021833566386e-10,0.000108466029710355,0.164106962728485,0.0159375309701471
"CROCKPCOAST","Canary rockfish Pacific Coast","Sebastes pinniger","HRate","SProd","Yes",TRUE,0.989473581314087,0,0.118809725180621,1.63405017644705e-65,0.000178235758072455,0.0617857836377823,0.0285369676843709
"CROCKPCOAST","Canary rockfish Pacific Coast","Sebastes pinniger","SProd","SST","Yes",TRUE,0.48421049118042,0.00315284729003906,0.196753174067777,3.1944044777587e-29,-0.0027659995417282,9.14205830305709e-17,0.447554259671319
"CROCKPCOAST","Canary rockfish Pacific Coast","Sebastes pinniger","SProd","HRate","Yes",TRUE,0.884210467338562,1.19209289550781e-07,0.000522393227235937,0.144439543325932,5.87750193096561e-06,0.553128499456536,0.00286722078713808
"CROCKWCVANISOGQCI","Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands","Sebastes pinniger","SST","SProd","No",FALSE,0.8315789103508,3.57627868652344e-07,NA,NA,NA,NA,NA
"CROCKWCVANISOGQCI","Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands","Sebastes pinniger","HRate","SProd","No",FALSE,0.915789425373077,0,NA,NA,NA,NA,NA
"CROCKWCVANISOGQCI","Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands","Sebastes pinniger","SProd","SST","No",FALSE,-0.936842024326324,9.32125487906887e-09,NA,NA,NA,NA,NA
"CROCKWCVANISOGQCI","Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands","Sebastes pinniger","SProd","HRate","Yes",TRUE,0.378947347402573,0.0212482213973999,-0.0323589463448048,1.95428263740083e-41,-3.44065777961314e-05,0.520127580495538,0.00704554388472265
"CTRACSA","Cape horse mackerel South Africa South coast","Trachurus capensis","SST","SProd","No",FALSE,-0.0526315756142139,0.770287692546844,NA,NA,NA,NA,NA
"CTRACSA","Cape horse mackerel South Africa South coast","Trachurus capensis","HRate","SProd","No",FALSE,0.926315724849701,0,NA,NA,NA,NA,NA
"CTRACSA","Cape horse mackerel South Africa South coast","Trachurus capensis","SProd","SST","No",FALSE,-0.431578904390335,0.00858917646110058,NA,NA,NA,NA,NA
"CTRACSA","Cape horse mackerel South Africa South coast","Trachurus capensis","SProd","HRate","Yes",TRUE,0.884210467338562,1.19209289550781e-07,0.08346658447111,0.000140755426396163,0.00279165137992827,0.00704797159000323,0.104917492923367
"DEEPCHAKESA","Deep water cape hake South Africa","Merluccius paradoxus","SST","SProd","Yes",TRUE,0.936842024326324,0,0.0179806028328483,0.0563294895661314,0.00103786940813183,7.57258220748588e-05,0.124786228718199
"DEEPCHAKESA","Deep water cape hake South Africa","Merluccius paradoxus","HRate","SProd","No",FALSE,-0.873684167861938,8.63610551959937e-08,NA,NA,NA,NA,NA
"DEEPCHAKESA","Deep water cape hake South Africa","Merluccius paradoxus","SProd","SST","No",FALSE,-0.905263066291809,2.89001054198934e-08,NA,NA,NA,NA,NA
"DEEPCHAKESA","Deep water cape hake South Africa","Merluccius paradoxus","SProd","HRate","Yes",TRUE,0.768420994281769,2.50339508056641e-06,-0.102005164147013,6.85718383281091e-20,0.0020948450870644,4.86436475663792e-20,0.513795864414808
"DKROCKPCOAST","Darkblotched rockfish Pacific Coast","Sebastes crameri","SST","SProd","Yes",TRUE,0.894736766815186,0,-0.00268588295248442,3.3994133377616e-29,-1.277281760555e-06,0.82539887230885,0.000488991810040728
"DKROCKPCOAST","Darkblotched rockfish Pacific Coast","Sebastes crameri","HRate","SProd","No",FALSE,0.915789425373077,0,NA,NA,NA,NA,NA
"DKROCKPCOAST","Darkblotched rockfish Pacific Coast","Sebastes crameri","SProd","SST","No",FALSE,0.578947305679321,0.000405550003051758,NA,NA,NA,NA,NA
"DKROCKPCOAST","Darkblotched rockfish Pacific Coast","Sebastes crameri","SProd","HRate","Yes",TRUE,0.72631573677063,8.82148742675781e-06,-0.0208909660857897,3.19403027599297e-35,-0.00028598427397459,2.28056689443726e-20,0.583932082874741
"DSOLEPCOAST","Dover sole Pacific Coast","Microstomus pacificus","SST","SProd","No",FALSE,0.894736766815186,0,NA,NA,NA,NA,NA
"DSOLEPCOAST","Dover sole Pacific Coast","Microstomus pacificus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.043732188897677,1.32337353809118e-62,-0.000283600894529176,2.06507248963233e-19,0.576273902183306
"DSOLEPCOAST","Dover sole Pacific Coast","Microstomus pacificus","SProd","SST","No",TRUE,-0.0210526306182146,0.922462046146393,NA,NA,NA,NA,NA
"DSOLEPCOAST","Dover sole Pacific Coast","Microstomus pacificus","SProd","HRate","Yes",TRUE,0.999999940395355,0,-0.018826520897812,5.40976469774799e-13,-0.000416034890070309,4.05264371607802e-08,0.275397497322042
"ECSOLESASC","East coast sole South Africa South coast","Austroglossus pectoralis","SST","SProd","Yes",TRUE,0.978947281837463,0,-0.108914886688183,6.05524022689439e-100,-0.000107877573251152,0.0046143503322503,0.0797900964408804
"ECSOLESASC","East coast sole South Africa South coast","Austroglossus pectoralis","HRate","SProd","Yes",TRUE,0.947368323802948,0,0.116628372364085,7.6761356147334e-110,-0.000172264404386055,1.4036152606364e-08,0.283547420255113
"ECSOLESASC","East coast sole South Africa South coast","Austroglossus pectoralis","SProd","SST","No",TRUE,0.126315772533417,0.455535411834717,NA,NA,NA,NA,NA
"ECSOLESASC","East coast sole South Africa South coast","Austroglossus pectoralis","SProd","HRate","No",FALSE,0.8315789103508,3.57627868652344e-07,NA,NA,NA,NA,NA
"ESOLEPCOAST","English sole Pacific Coast","Parophrys vetulus","SST","SProd","No",FALSE,0.947368323802948,0,NA,NA,NA,NA,NA
"ESOLEPCOAST","English sole Pacific Coast","Parophrys vetulus","HRate","SProd","Yes",TRUE,0.905263066291809,0,0.0802442022046679,2.69057631448265e-163,2.82097968392474e-06,0.792947407837811,0.000536027005023919
"ESOLEPCOAST","English sole Pacific Coast","Parophrys vetulus","SProd","SST","No",TRUE,-0.72631573677063,8.79462186276214e-06,NA,NA,NA,NA,NA
"ESOLEPCOAST","English sole Pacific Coast","Parophrys vetulus","SProd","HRate","No",FALSE,0.978947281837463,0,NA,NA,NA,NA,NA
"GAGSATLC","Gag Southern Atlantic coast","Mycteroperca microlepis","SST","SProd","No",FALSE,-0.72631573677063,8.79462186276214e-06,NA,NA,NA,NA,NA
"GAGSATLC","Gag Southern Atlantic coast","Mycteroperca microlepis","HRate","SProd","No",FALSE,-0.652631521224976,6.58932694932446e-05,NA,NA,NA,NA,NA
"GAGSATLC","Gag Southern Atlantic coast","Mycteroperca microlepis","SProd","SST","Not relevant",FALSE,-0.884210467338562,6.02034617713798e-08,NA,NA,NA,NA,NA
"GAGSATLC","Gag Southern Atlantic coast","Mycteroperca microlepis","SProd","HRate","No",FALSE,0.86315780878067,1.19209289550781e-07,NA,NA,NA,NA,NA
"GEMFISHNZ","Common gemfish New Zealand","Rexea solandri","SST","SProd","No",FALSE,0.852631509304047,1.19209289550781e-07,NA,NA,NA,NA,NA
"GEMFISHNZ","Common gemfish New Zealand","Rexea solandri","HRate","SProd","Yes",TRUE,0.526315748691559,0.00131821632385254,0.0310861360758099,6.92450633059463e-23,0.000120922298101974,0.329815558470789,0.0202133377002103
"GEMFISHNZ","Common gemfish New Zealand","Rexea solandri","SProd","SST","No",FALSE,-0.926315724849701,1.36477851242489e-08,NA,NA,NA,NA,NA
"GEMFISHNZ","Common gemfish New Zealand","Rexea solandri","SProd","HRate","Yes",TRUE,0.989473581314087,0,-0.437130784842801,6.47406339231497e-11,-0.00134050478442741,0.717150670232485,0.00275895721796555
"GOPHERSPCOAST","Gopher rockfish Southern Pacific Coast","Sebastes carnatus","SST","SProd","No",FALSE,0.189473673701286,0.256144881248474,NA,NA,NA,NA,NA
"GOPHERSPCOAST","Gopher rockfish Southern Pacific Coast","Sebastes carnatus","HRate","SProd","No",FALSE,0.46315786242485,0.00476276874542236,NA,NA,NA,NA,NA
"GOPHERSPCOAST","Gopher rockfish Southern Pacific Coast","Sebastes carnatus","SProd","SST","No",FALSE,0.336842089891434,0.04095458984375,NA,NA,NA,NA,NA
"GOPHERSPCOAST","Gopher rockfish Southern Pacific Coast","Sebastes carnatus","SProd","HRate","No",FALSE,-0.747368335723877,4.77030289403046e-06,NA,NA,NA,NA,NA
"GRAMBERGM","Greater amberjack Gulf of Mexico","Seriola dumerili","SST","SProd","No",FALSE,-0.557894706726074,0.000657654542010278,NA,NA,NA,NA,NA
"GRAMBERGM","Greater amberjack Gulf of Mexico","Seriola dumerili","HRate","SProd","No",FALSE,-0.421052604913712,0.0103742619976401,NA,NA,NA,NA,NA
"GRAMBERGM","Greater amberjack Gulf of Mexico","Seriola dumerili","SProd","SST","No",FALSE,-0.747368335723877,4.77030289403046e-06,NA,NA,NA,NA,NA
"GRAMBERGM","Greater amberjack Gulf of Mexico","Seriola dumerili","SProd","HRate","Yes",TRUE,0.96842098236084,0,0.259158478023989,2.47733436416551e-24,0.00503562241217751,8.58119625742891e-12,0.549134717110877
"GRNSTROCKPCOAST","Greenstriped rockfish Pacific Coast","Sebastes elongatus","SST","SProd","No",FALSE,-0.642105221748352,8.64568137330934e-05,NA,NA,NA,NA,NA
"GRNSTROCKPCOAST","Greenstriped rockfish Pacific Coast","Sebastes elongatus","HRate","SProd","No",TRUE,0.157894730567932,0.346764087677002,NA,NA,NA,NA,NA
"GRNSTROCKPCOAST","Greenstriped rockfish Pacific Coast","Sebastes elongatus","SProd","SST","No",TRUE,-0.431578904390335,0.00858917646110058,NA,NA,NA,NA,NA
"GRNSTROCKPCOAST","Greenstriped rockfish Pacific Coast","Sebastes elongatus","SProd","HRate","Yes",TRUE,0.947368323802948,0,-0.0438679827472958,1.82406362196914e-72,2.99767828522728e-05,0.306235878845965,0.0118923479648163
"GRSPROCKNCAL","Greenspotted rockfish Northern Pacific Coast","Sebastes chlorostictus","SST","SProd","No",FALSE,0.978947281837463,0,NA,NA,NA,NA,NA
"GRSPROCKNCAL","Greenspotted rockfish Northern Pacific Coast","Sebastes chlorostictus","HRate","SProd","Yes",TRUE,0.999999940395355,0,0.382857976288644,3.17975436162248e-22,-0.00954244884487813,8.20630222172464e-32,0.792633780447292
"GRSPROCKNCAL","Greenspotted rockfish Northern Pacific Coast","Sebastes chlorostictus","SProd","SST","No",FALSE,-0.810526251792908,6.90646800194372e-07,NA,NA,NA,NA,NA
"GRSPROCKNCAL","Greenspotted rockfish Northern Pacific Coast","Sebastes chlorostictus","SProd","HRate","Yes",TRUE,0.999999940395355,0,0.058514746494926,5.12733370933988e-39,0.000454160409697756,7.64823841252627e-07,0.236671698260065
"GRSPROCKSCAL","Greenspotted rockfish Southern Pacific Coast","Sebastes chlorostictus","SST","SProd","Yes",TRUE,0.989473581314087,0,-0.00664565040612223,0.0982330341829251,-0.00105323665488363,5.44428889493706e-17,0.543292207842892
"GRSPROCKSCAL","Greenspotted rockfish Southern Pacific Coast","Sebastes chlorostictus","HRate","SProd","Yes",TRUE,0.989473581314087,0,0.260345609347242,2.30637889775388e-25,-0.004984275859736,2.00873131460145e-19,0.596350476044683
"GRSPROCKSCAL","Greenspotted rockfish Southern Pacific Coast","Sebastes chlorostictus","SProd","SST","No",FALSE,0.557894706726074,0.00065767765045166,NA,NA,NA,NA,NA
"GRSPROCKSCAL","Greenspotted rockfish Southern Pacific Coast","Sebastes chlorostictus","SProd","HRate","No",FALSE,-0.526315748691559,0.00131821655668318,NA,NA,NA,NA,NA
"GTRIGGM","Gray triggerfish Gulf of Mexico","Balistes capriscus","SST","SProd","No",FALSE,0.947368323802948,0,NA,NA,NA,NA,NA
"GTRIGGM","Gray triggerfish Gulf of Mexico","Balistes capriscus","HRate","SProd","Yes",TRUE,0.96842098236084,0,0.0489817693840967,2.26672259584381e-37,1.14497214022735e-05,0.903798596101051,0.000222993880490263
"GTRIGGM","Gray triggerfish Gulf of Mexico","Balistes capriscus","SProd","SST","No",FALSE,0.136842086911201,0.417304158210754,NA,NA,NA,NA,NA
"GTRIGGM","Gray triggerfish Gulf of Mexico","Balistes capriscus","SProd","HRate","No",FALSE,-0.62105256319046,0.000147060563904233,NA,NA,NA,NA,NA
"HADFAPL","Haddock Faroe Plateau","Melanogrammus aeglefinus","SST","SProd","No",FALSE,-0.368421018123627,0.0251783393323421,NA,NA,NA,NA,NA
"HADFAPL","Haddock Faroe Plateau","Melanogrammus aeglefinus","HRate","SProd","Yes",TRUE,0.431578904390335,0.00858914852142334,0.136430476420411,1.29992390615768e-08,0.00144338790230868,0.243503095676566,0.0242087850971492
"HADFAPL","Haddock Faroe Plateau","Melanogrammus aeglefinus","SProd","SST","No",FALSE,0.705263078212738,1.59740447998047e-05,NA,NA,NA,NA,NA
"HADFAPL","Haddock Faroe Plateau","Melanogrammus aeglefinus","SProd","HRate","No",FALSE,-0.694736778736115,2.13578496186528e-05,NA,NA,NA,NA,NA
"HADICE","Haddock Iceland Grounds","Melanogrammus aeglefinus","SST","SProd","No",FALSE,-0.0526315756142139,0.770287692546844,NA,NA,NA,NA,NA
"HADICE","Haddock Iceland Grounds","Melanogrammus aeglefinus","HRate","SProd","No",FALSE,-0.58947366476059,0.000316610850859433,NA,NA,NA,NA,NA
"HADICE","Haddock Iceland Grounds","Melanogrammus aeglefinus","SProd","SST","No",FALSE,0.684210479259491,2.84910202026367e-05,NA,NA,NA,NA,NA
"HADICE","Haddock Iceland Grounds","Melanogrammus aeglefinus","SProd","HRate","No",FALSE,0.821052551269531,4.76837158203125e-07,NA,NA,NA,NA,NA
"HADNEAR","Haddock North-East Arctic","Melanogrammus aeglefinus","SST","SProd","No",FALSE,-0.894736766815186,4.17973851085662e-08,NA,NA,NA,NA,NA
"HADNEAR","Haddock North-East Arctic","Melanogrammus aeglefinus","HRate","SProd","No",FALSE,0.263157874345779,0.111886620521545,NA,NA,NA,NA,NA
"HADNEAR","Haddock North-East Arctic","Melanogrammus aeglefinus","SProd","SST","No",FALSE,0.189473673701286,0.256144881248474,NA,NA,NA,NA,NA
"HADNEAR","Haddock North-East Arctic","Melanogrammus aeglefinus","SProd","HRate","Yes",TRUE,0.957894682884216,0,0.0512191706204038,6.234583036507e-37,0.000111350907792634,0.268724946854775,0.0190785020571439
"HAKENRTN","Hake ICES 3a-4-6-7-8abd","Merluccius merluccius","SST","SProd","No",FALSE,0.652631521224976,6.5922737121582e-05,NA,NA,NA,NA,NA
"HAKENRTN","Hake ICES 3a-4-6-7-8abd","Merluccius merluccius","HRate","SProd","No",FALSE,-0.663157820701599,5.00195164931938e-05,NA,NA,NA,NA,NA
"HAKENRTN","Hake ICES 3a-4-6-7-8abd","Merluccius merluccius","SProd","SST","No",FALSE,0.736842036247253,6.43730163574219e-06,NA,NA,NA,NA,NA
"HAKENRTN","Hake ICES 3a-4-6-7-8abd","Merluccius merluccius","SProd","HRate","Yes",TRUE,0.936842024326324,0,-0.0862021023794873,1.72464449143698e-36,-9.93858323523091e-05,0.518378637524764,0.0113616323867781
"HAKESPPSAF","Hake spp Southern Africa","Merluccius spp","SST","SProd","No",FALSE,0.842105209827423,2.38418579101562e-07,NA,NA,NA,NA,NA
"HAKESPPSAF","Hake spp Southern Africa","Merluccius spp","HRate","SProd","Yes",TRUE,0.926315724849701,0,-0.268775814782759,3.61179452055596e-25,-0.000674895084901612,0.481432140903822,0.0110748685255951
"HAKESPPSAF","Hake spp Southern Africa","Merluccius spp","SProd","SST","No",FALSE,-0.852631509304047,1.75544244029879e-07,NA,NA,NA,NA,NA
"HAKESPPSAF","Hake spp Southern Africa","Merluccius spp","SProd","HRate","No",FALSE,0.115789465606213,0.495662689208984,NA,NA,NA,NA,NA
"HERRNIRS","Herring Irish Sea","Clupea harengus","SST","SProd","Not relevant",FALSE,-0.126315772533417,0.455535411834717,NA,NA,NA,NA,NA
"HERRNIRS","Herring Irish Sea","Clupea harengus","HRate","SProd","Not relevant",FALSE,0.957894682884216,0,NA,NA,NA,NA,NA
"HERRNIRS","Herring Irish Sea","Clupea harengus","SProd","SST","No",FALSE,0.747368335723877,4.76837158203125e-06,NA,NA,NA,NA,NA
"HERRNIRS","Herring Irish Sea","Clupea harengus","SProd","HRate","No",FALSE,-0.778947293758392,1.84858106422325e-06,NA,NA,NA,NA,NA
"HERRNWATLC","Herring Northwestern Atlantic Coast","Clupea harengus","SST","SProd","No",FALSE,-0.347368389368057,0.0349550619721413,NA,NA,NA,NA,NA
"HERRNWATLC","Herring Northwestern Atlantic Coast","Clupea harengus","HRate","SProd","No",FALSE,-0.694736778736115,2.13578496186528e-05,NA,NA,NA,NA,NA
"HERRNWATLC","Herring Northwestern Atlantic Coast","Clupea harengus","SProd","SST","No",FALSE,0.873684167861938,1.19209289550781e-07,NA,NA,NA,NA,NA
"HERRNWATLC","Herring Northwestern Atlantic Coast","Clupea harengus","SProd","HRate","No",FALSE,-0.22105261683464,0.18344721198082,NA,NA,NA,NA,NA
"HERRRIGA","Herring Gulf of Riga East of Gotland","Clupea harengus","SST","SProd","No",FALSE,0.652631521224976,6.5922737121582e-05,NA,NA,NA,NA,NA
"HERRRIGA","Herring Gulf of Riga East of Gotland","Clupea harengus","HRate","SProd","No",FALSE,-0.62105256319046,0.000147060563904233,NA,NA,NA,NA,NA
"HERRRIGA","Herring Gulf of Riga East of Gotland","Clupea harengus","SProd","SST","No",FALSE,0.326315760612488,0.047804594039917,NA,NA,NA,NA,NA
"HERRRIGA","Herring Gulf of Riga East of Gotland","Clupea harengus","SProd","HRate","No",FALSE,-0.852631509304047,1.75544244029879e-07,NA,NA,NA,NA,NA
"HERRSIRS","Herring ICES 7a-g-h-j-k","Clupea harengus","SST","SProd","No",FALSE,0.178947359323502,0.284321665763855,NA,NA,NA,NA,NA
"HERRSIRS","Herring ICES 7a-g-h-j-k","Clupea harengus","HRate","SProd","No",FALSE,0.62105256319046,0.000147104263305664,NA,NA,NA,NA,NA
"HERRSIRS","Herring ICES 7a-g-h-j-k","Clupea harengus","SProd","SST","No",FALSE,0.789473593235016,1.31130218505859e-06,NA,NA,NA,NA,NA
"HERRSIRS","Herring ICES 7a-g-h-j-k","Clupea harengus","SProd","HRate","No",FALSE,-0.957894682884216,4.29490620845741e-09,NA,NA,NA,NA,NA
"HERRVIaVIIbc","Herring ICES 6a7bc","Clupea harengus","SST","SProd","No",FALSE,0.515789449214935,0.00164902210235596,NA,NA,NA,NA,NA
"HERRVIaVIIbc","Herring ICES 6a7bc","Clupea harengus","HRate","SProd","No",FALSE,-0.926315724849701,1.36477851242489e-08,NA,NA,NA,NA,NA
"HERRVIaVIIbc","Herring ICES 6a7bc","Clupea harengus","SProd","SST","No",FALSE,-0.22105261683464,0.18344721198082,NA,NA,NA,NA,NA
"HERRVIaVIIbc","Herring ICES 6a7bc","Clupea harengus","SProd","HRate","No",FALSE,0.842105209827423,2.38418579101562e-07,NA,NA,NA,NA,NA
"JANCHOTSST","Japanese anchovy Tsushima Strait","Engraulis japonicus","SST","SProd","No",FALSE,0.568421006202698,0.000517487525939941,NA,NA,NA,NA,NA
"JANCHOTSST","Japanese anchovy Tsushima Strait","Engraulis japonicus","HRate","SProd","No",FALSE,0.378947347402573,0.0212482213973999,NA,NA,NA,NA,NA
"JANCHOTSST","Japanese anchovy Tsushima Strait","Engraulis japonicus","SProd","SST","No",FALSE,0.705263078212738,1.59740447998047e-05,NA,NA,NA,NA,NA
"JANCHOTSST","Japanese anchovy Tsushima Strait","Engraulis japonicus","SProd","HRate","No",FALSE,0.526315748691559,0.00131821632385254,NA,NA,NA,NA,NA
"JMACKTSST","Japanese jack mackerel Tsushima Strait","Trachurus japonicus","SST","SProd","No",FALSE,-0.736842036247253,6.49023286314332e-06,NA,NA,NA,NA,NA
"JMACKTSST","Japanese jack mackerel Tsushima Strait","Trachurus japonicus","HRate","SProd","No",FALSE,0.936842024326324,0,NA,NA,NA,NA,NA
"JMACKTSST","Japanese jack mackerel Tsushima Strait","Trachurus japonicus","SProd","SST","No",FALSE,0.347368389368057,0.0349550247192383,NA,NA,NA,NA,NA
"JMACKTSST","Japanese jack mackerel Tsushima Strait","Trachurus japonicus","SProd","HRate","Yes",TRUE,0.378947347402573,0.0212482213973999,0.237038786511874,1.87058210798162e-38,0.000695596496768146,0.0821729151816099,0.0702076732554253
"LINGCODNPCOAST","Lingcod Northern Pacific Coast","Ophiodon elongatus","SST","SProd","Yes",TRUE,0.673684179782867,3.77893447875977e-05,-0.0412860553739827,0.288634543855926,0.000591696615142193,0.580610868044012,0.00246857051262508
"LINGCODNPCOAST","Lingcod Northern Pacific Coast","Ophiodon elongatus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.071672420588195,0.0300188284261527,-0.00372663744294078,1.86930526697432e-05,0.137840869624668
"LINGCODNPCOAST","Lingcod Northern Pacific Coast","Ophiodon elongatus","SProd","SST","No",FALSE,-0.957894682884216,4.29490620845741e-09,NA,NA,NA,NA,NA
"LINGCODNPCOAST","Lingcod Northern Pacific Coast","Ophiodon elongatus","SProd","HRate","Yes",TRUE,0.894736766815186,0,0.0341539110839635,3.77772601545738e-42,-9.12999886266407e-05,0.0467511771861735,0.0322827065731661
"LINGCODSPCOAST","Lingcod Southern Pacific Coast","Ophiodon elongatus","SST","SProd","No",TRUE,0.147368416190147,0.381032347679138,NA,NA,NA,NA,NA
"LINGCODSPCOAST","Lingcod Southern Pacific Coast","Ophiodon elongatus","HRate","SProd","Yes",TRUE,0.610526263713837,0.000190615653991699,0.308919089661908,9.49452769172563e-61,-0.00193597778123337,1.42182385996681e-15,0.40309419060982
"LINGCODSPCOAST","Lingcod Southern Pacific Coast","Ophiodon elongatus","SProd","SST","No",FALSE,0.789473593235016,1.31130218505859e-06,NA,NA,NA,NA,NA
"LINGCODSPCOAST","Lingcod Southern Pacific Coast","Ophiodon elongatus","SProd","HRate","Yes",TRUE,0.599999964237213,0.000246167182922363,0.0389999937200947,3.68025417623464e-19,0.000696362020687839,2.31022241693733e-14,0.378373995655121
"LNOSESKAPCOAST","Longnose skate Pacific Coast","Raja rhina","SST","SProd","No",FALSE,0.905263066291809,0,NA,NA,NA,NA,NA
"LNOSESKAPCOAST","Longnose skate Pacific Coast","Raja rhina","HRate","SProd","Yes",TRUE,0.86315780878067,1.19209289550781e-07,0.382987108863382,4.62520530781174e-132,6.00518192283298e-06,0.911815077565951,0.000140164196819574
"LNOSESKAPCOAST","Longnose skate Pacific Coast","Raja rhina","SProd","SST","No",FALSE,0.126315772533417,0.455535411834717,NA,NA,NA,NA,NA
"LNOSESKAPCOAST","Longnose skate Pacific Coast","Raja rhina","SProd","HRate","Yes",TRUE,0.978947281837463,0,0.0268870058106152,1.01895797994245e-33,0.000271026181447819,7.0567396236433e-08,0.290866847732283
