"time","strength","rho","var_cause","var_consequence","id_timeseries","theta","Observations","Predictions","Pred_Variance","stocklong","assessid","scientificname","commonname","areaid","region"
1978,0.025183926439495,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.0575886504030464,0.0592233790215557,0.00465686570715455,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1979,-6.71116857591569,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.042158198620412,-2.66291717022187,3.35437415799626,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1980,-0.348559076866365,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.0190125209464604,-0.104495338317532,0.874207303627128,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1981,-0.472900726479797,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.00358206916382595,0.274237023884806,0.945570895236394,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1982,0.0109418965614563,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.00358206916382595,-0.0160987480291124,0.0168364434658916,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1983,0.0633930344767997,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-2.34956182768792,-0.0526126310514239,0.0652396432480851,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1984,-0.311442644121603,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-2.28012479466607,-2.13622471831137,0.811613491367272,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1985,0.55575009863425,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.706218712837357,-2.98222535131042,0.870969794629808,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1986,-5.15832964680794,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.080734328076998,1.14299706391252,2.58933165175478,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1987,-1.46438532517553,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,2.73477203469012,-0.0598845711425013,0.0552121969018999,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1988,-1.90568949898136,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,4.20066495404038,2.50944557154988,8.91532923657609,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1989,-3.08495145827035,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.490192387880475,-4.05090920210492,31.4346283726224,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1990,0.578613884514129,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.512786977990761,-3.85069897284724,14.4214080517165,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1991,0.468261302476551,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.883117820773987,-0.866516816282377,1.05452931899819,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1992,-1.03545763412091,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-1.50860220553435,0.407611925672094,0.745291229268912,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1993,-2.38146547753059,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-2.04866801792655,3.77738597565067,16.890959650955,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1994,1.80530770604889,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-1.72462853049123,2.58969533356586,14.0818074959885,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1995,1.17228355774876,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.721649164619991,0.430092130957288,1.74850877465183,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1996,-7.81045139852347,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.436185806641255,-1.52049823822204,3.06319634227447,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1997,-2.11823552670549,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.150722448662518,1.79875930297319,2.13099540464536,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1998,2.27483324964219,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.605369688686568,0.0186701738937659,1.18331019529864,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1999,2.58723153056096,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.821947101207115,0.492281046795412,1.46126436704925,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2000,-3.45653415998553,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.0498734245117292,0.369394867611135,6.40251428728558,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2001,2.71187085796813,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.767389432404229,0.567160615822069,1.6823412462539,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2002,0.117397197680274,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.197013804010421,-1.04455250743898,0.407479096051603,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2003,-0.84117137150601,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,3.73775140056135,12.0341382786246,156.868487909371,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2004,-0.847010802902627,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,0.0961647798596324,9.0278362924712,31.9193638367989,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2005,-2.71796422029537,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.119861545097249,15.1495511548054,217.132157191394,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2006,0.444291378181971,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-1.88664827420889,-0.760989838576984,2.42370560828258,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2007,-0.40196296740703,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-1.59346969033884,-1.91281699186283,1.24767100604979,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2008,-0.300930118910157,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-3.32939551588521,-0.309063825346762,0.237375491765385,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2009,2.94771705549824,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,1.26887911533985,-5.13111219406585,17.9561392621322,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2010,-1.41215851217,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.0735701897493461,0.151384644412158,1.00507510851969,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2011,-1.85578370592698,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.104431093314615,9.07770588355218,61.3849073354205,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2012,-0.17819689672742,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,-0.17386812633647,17.684555382312,314.758895916226,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
2013,-0.717513574519,0.158642608224779,"UdivUmsypref","R","AUSSALMONNZ",12.8,NA,-4.72364857027442,16.878054874143,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
1964,NA,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,NA,NA,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1965,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1966,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1967,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1968,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1969,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1970,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1971,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1972,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1973,-0.0424291920451095,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.250647965042407,0.0705731744722067,1.0851766695897,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1974,-0.0470103853871982,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.46635140951533,0.080383746891924,1.08267863726991,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1975,-0.0455780604236621,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.468802585020704,0.00678863254091344,1.08082284004255,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1976,-0.0447941286517953,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.390364968848732,0.0402576087788289,1.08164172927593,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1977,-0.041374435411329,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.201624454934924,0.0633738109443915,1.08512214863349,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1978,-0.0271714562048587,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.521472319150443,0.0986931924864048,1.08736768562131,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1979,-0.0290915628684462,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.661189322956768,0.329115585119285,1.17848071513875,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1980,-0.0454927216235629,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.35359733626812,0.282168362506142,1.14605625190025,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1981,-0.037225677660748,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.253099140547781,-0.144088446969455,1.11268713323237,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1982,-0.03745475134409,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.113382136741456,-0.0192990889680026,1.08629557477731,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1983,-0.0389431872675383,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.260452667063903,-0.0398488635934444,1.08774575461358,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1984,-0.0287223327018682,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.455290580505341,-0.0699634482966948,1.08835384840401,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1985,-0.0324114606165721,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.565593478247177,0.274598905329196,1.14791961584807,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1986,-0.0309915661935508,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.590105233300918,0.173351700636961,1.10473704453579,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1987,-0.031434189944312,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,1.02641447325751,0.123746924241494,1.08033536376649,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1988,-0.034872272375896,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.552387669753961,0.267070693220066,1.1334410365743,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1989,-0.0362717018522478,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.599695357007682,-0.419790722540279,1.28316849554566,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1990,-0.0371413075116391,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.525669856745383,-0.188525502972511,1.12791075390517,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1991,-0.036875460099382,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.492333869872295,-0.165485287985806,1.11868026926593,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1992,-0.0341677112585863,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.582292010919526,-0.0650202304434539,1.0876004923317,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1993,-0.0379886809660078,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.576654307257165,0.0389116494460016,1.07807665100825,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1994,-0.0298800050138593,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,6.22535772015603,-0.234928837210899,0.393275403882807,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1995,-0.0345441259208773,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,1.9848240958588,3.3717940758199,12.472265368208,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1996,-0.033394294248233,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.35359733626812,0.204821760152865,1.1129086167139,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1997,-0.0338060863898217,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.600185592108757,0.0951572940666506,1.08128984421758,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1998,-0.0354556057830494,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.684506029493627,-0.639313432995569,1.53044863638998,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
1999,-0.0417886822026442,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.704605668637695,-1.13619907538381,2.44801039925824,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2000,-0.0254867768977174,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.713601482742418,-0.196993890728043,1.12883499944464,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2001,-0.024703330126484,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.697007024571035,-0.00458385247782847,1.07671080231279,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2002,-0.0210464520315628,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.647738396913015,0.0303530225464428,1.07639243484302,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2003,-0.0471010874942949,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.340085331752758,-0.046622767051829,1.08681672847464,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2004,-0.00128464812867141,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.586704126829199,0.409239055543608,1.21903483013293,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2005,-0.0183901828626278,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.696271671919423,-0.0988624338459634,1.09316561082262,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2006,-0.0282681859509639,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.468802585020704,-0.0170882961706095,1.08256393106287,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2007,-0.0271616341737763,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.621510819005512,0.0206421457380591,1.07719345341556,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2008,-0.0293407963572018,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.600675827209832,-0.0775163981449183,1.0898721422793,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2009,-0.0245142043663135,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,-0.463900234009956,0.0243981888604658,1.08035680518433,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2010,-0.0518630023291736,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.76904104519323,-0.0193908110294368,1.07516203760686,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2011,-0.05021948540593,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.700408131042754,0.334049776748138,1.18115215934615,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2012,-0.0409526525364595,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.266550066591534,0.144335626082422,1.09956004717445,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2013,-0.0362241562514417,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.00427428751650239,-0.00442983738841291,1.08541826249634,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2014,-0.0509668722064551,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.34743885826888,-0.166191401983623,1.11609661651318,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2015,-0.034978927061007,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,0.607263461838537,-0.0204570588131858,1.07939192087222,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
2016,-0.0336522877747328,0.25650461333711,"UdivUmsypref","R","BGRDRNSWWA",0,1.19554558312833,0.0414214359833637,1.0608388115417,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
