"id_timeseries","variable","E_opti","rho_opti","method_opti","stocklong","assessid","scientificname","commonname","areaid","region"
"CHROCKSPCOAST","UdivUmsypref",3,0.973836288908875,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
"CHTRACCH","sst.z",7,0.465129723252788,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CHTRACCH","R",4,0.620146894787256,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CHTRACCH","UdivUmsypref",3,0.863134640647269,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CMACKPJPN","sst.z",4,0.494115801948504,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKPJPN","R",3,0.507334492272908,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKPJPN","UdivUmsypref",4,0.439442616562635,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKTSST","sst.z",3,0.62465993559693,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"CMACKTSST","R",2,0.286308681215969,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"CMACKTSST","UdivUmsypref",7,0.502727975920892,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"COBGM","sst.z",5,0.0354409961029511,"positive_range_top_20_percent","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COBGM","R",3,0.622405778387782,"positive_range_top_20_percent","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COBGM","UdivUmsypref",2,0.952547958012534,"positive_range_top_20_percent","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COD1IN","sst.z",7,0.735444733647797,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"COD1IN","R",9,0.554854374381119,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"COD1IN","UdivUmsypref",4,0.875355159907903,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"CODBA2532","sst.z",9,0.430034339474496,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODBA2532","R",6,0.600458697680831,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODBA2532","UdivUmsypref",6,0.742631353933866,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODFAPL","sst.z",8,0.727572734091001,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODFAPL","R",5,0.577971070751582,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODFAPL","UdivUmsypref",10,0.496963980367914,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODICE","sst.z",3,0.716412656406327,"positive_range_top_20_percent","Atlantic cod Iceland Grounds","NWWG-CODICE-1952-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Va","Europe non EU"
"CODICE","R",4,0.377608219604376,"positive_range_top_20_percent","Atlantic cod Iceland Grounds","NWWG-CODICE-1952-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Va","Europe non EU"
"CODICE","UdivUmsypref",5,0.84855584308112,"positive_range_top_20_percent","Atlantic cod Iceland Grounds","NWWG-CODICE-1952-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Va","Europe non EU"
"CODIS","sst.z",6,0.622704743736758,"positive_range_top_20_percent","Atlantic cod Irish Sea","WGBFAS-CODIS-1968-2010-NEUBAUER","Gadus morhua","Atlantic cod","multinational-ICES-VIIa","European Union"
"CODIS","R",2,0.734147462141989,"positive_range_top_20_percent","Atlantic cod Irish Sea","WGBFAS-CODIS-1968-2010-NEUBAUER","Gadus morhua","Atlantic cod","multinational-ICES-VIIa","European Union"
"CODIS","UdivUmsypref",9,0.900924309642853,"positive_range_top_20_percent","Atlantic cod Irish Sea","WGBFAS-CODIS-1968-2010-NEUBAUER","Gadus morhua","Atlantic cod","multinational-ICES-VIIa","European Union"
"CODNEAR","sst.z",7,0.607526458426373,"positive_range_top_20_percent","Atlantic cod North-East Arctic","AFWG-CODNEAR-1946-2011-CHING","Gadus morhua","Atlantic cod","multinational-ICES-I-II","Europe non EU"
"CODNEAR","R",3,0.364540790462035,"positive_range_top_20_percent","Atlantic cod North-East Arctic","AFWG-CODNEAR-1946-2011-CHING","Gadus morhua","Atlantic cod","multinational-ICES-I-II","Europe non EU"
"CODNEAR","UdivUmsypref",2,0.90496667611202,"positive_range_top_20_percent","Atlantic cod North-East Arctic","AFWG-CODNEAR-1946-2011-CHING","Gadus morhua","Atlantic cod","multinational-ICES-I-II","Europe non EU"
"CODVIIek","sst.z",4,0.350338350943013,"positive_range_top_20_percent","Atlantic cod Celtic Sea","WGBFAS-CODVIIek-1971-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIIe-k","European Union"
"CODVIIek","R",3,0.147819405742972,"positive_range_top_20_percent","Atlantic cod Celtic Sea","WGBFAS-CODVIIek-1971-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIIe-k","European Union"
"CODVIIek","UdivUmsypref",2,0.680751002527243,"positive_range_top_20_percent","Atlantic cod Celtic Sea","WGBFAS-CODVIIek-1971-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIIe-k","European Union"
"CODVIa","sst.z",4,0.736877559164555,"positive_range_top_20_percent","Atlantic cod West of Scotland","WGCSE-CODVIa-1981-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIa","European Union"
"CODVIa","R",5,0.621074464574586,"positive_range_top_20_percent","Atlantic cod West of Scotland","WGCSE-CODVIa-1981-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIa","European Union"
"CODVIa","UdivUmsypref",8,0.921268976153296,"positive_range_top_20_percent","Atlantic cod West of Scotland","WGCSE-CODVIa-1981-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-VIa","European Union"
"COWCODSCAL","sst.z",5,0.507418720200103,"positive_range_top_20_percent","Cowcod Southern California","PFMC-COWCODSCAL-1900-2015-HIVELY","Sebastes levis","Cowcod","USA-NMFS-SCAL","US West Coast"
"COWCODSCAL","R",5,0.99346645009042,"positive_range_top_20_percent","Cowcod Southern California","PFMC-COWCODSCAL-1900-2015-HIVELY","Sebastes levis","Cowcod","USA-NMFS-SCAL","US West Coast"
"COWCODSCAL","UdivUmsypref",9,0.963407776505241,"positive_range_top_20_percent","Cowcod Southern California","PFMC-COWCODSCAL-1900-2015-HIVELY","Sebastes levis","Cowcod","USA-NMFS-SCAL","US West Coast"
"CROCKPCOAST","sst.z",8,0.534335409798665,"positive_range_top_20_percent","Canary rockfish Pacific Coast","NWFSC-CROCKPCOAST-1916-2011-STACHURA","Sebastes pinniger","Canary rockfish","USA-NMFS-PCOAST","US West Coast"
"CROCKPCOAST","R",5,0.443802968770295,"positive_range_top_20_percent","Canary rockfish Pacific Coast","NWFSC-CROCKPCOAST-1916-2011-STACHURA","Sebastes pinniger","Canary rockfish","USA-NMFS-PCOAST","US West Coast"
"CROCKPCOAST","UdivUmsypref",3,0.947344656356543,"positive_range_top_20_percent","Canary rockfish Pacific Coast","NWFSC-CROCKPCOAST-1916-2011-STACHURA","Sebastes pinniger","Canary rockfish","USA-NMFS-PCOAST","US West Coast"
"CTRACSA","sst.z",7,0.864896798497022,"positive_range_top_20_percent","Cape horse mackerel South Africa South coast","MARAM-CTRACSA-1949-2013-Furman","Trachurus capensis","Cape horse mackerel","South Africa-DETMCM-SASC","Southern Africa"
"CTRACSA","R",5,0.232135497565918,"positive_range_top_20_percent","Cape horse mackerel South Africa South coast","MARAM-CTRACSA-1949-2013-Furman","Trachurus capensis","Cape horse mackerel","South Africa-DETMCM-SASC","Southern Africa"
"CTRACSA","UdivUmsypref",4,0.517122863660362,"positive_range_top_20_percent","Cape horse mackerel South Africa South coast","MARAM-CTRACSA-1949-2013-Furman","Trachurus capensis","Cape horse mackerel","South Africa-DETMCM-SASC","Southern Africa"
"DEEPCHAKESA","sst.z",3,0.869615594504247,"positive_range_top_20_percent","Deep water cape hake South Africa","MARAM-DEEPCHAKESA-1917-2015-Rademeyer","Merluccius paradoxus","Deep water cape hake","South Africa-DETMCM-SA","Southern Africa"
"DEEPCHAKESA","R",5,0.844914923268194,"positive_range_top_20_percent","Deep water cape hake South Africa","MARAM-DEEPCHAKESA-1917-2015-Rademeyer","Merluccius paradoxus","Deep water cape hake","South Africa-DETMCM-SA","Southern Africa"
"DEEPCHAKESA","UdivUmsypref",3,0.951707879351602,"positive_range_top_20_percent","Deep water cape hake South Africa","MARAM-DEEPCHAKESA-1917-2015-Rademeyer","Merluccius paradoxus","Deep water cape hake","South Africa-DETMCM-SA","Southern Africa"
"DKROCKPCOAST","sst.z",4,0.348969415841059,"positive_range_top_20_percent","Darkblotched rockfish Pacific Coast","NWFSC-DKROCKPCOAST-1928-2011-STACHURA","Sebastes crameri","Darkblotched rockfish","USA-NMFS-PCOAST","US West Coast"
"DKROCKPCOAST","R",2,0.365147022316308,"positive_range_top_20_percent","Darkblotched rockfish Pacific Coast","NWFSC-DKROCKPCOAST-1928-2011-STACHURA","Sebastes crameri","Darkblotched rockfish","USA-NMFS-PCOAST","US West Coast"
"DKROCKPCOAST","UdivUmsypref",4,0.889966312870778,"positive_range_top_20_percent","Darkblotched rockfish Pacific Coast","NWFSC-DKROCKPCOAST-1928-2011-STACHURA","Sebastes crameri","Darkblotched rockfish","USA-NMFS-PCOAST","US West Coast"
"DSOLEGA","sst.z",8,0.349845248159841,"positive_range_top_20_percent","Dover sole Gulf of Alaska","AFSC-DSOLEGA-1978-2009-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-GA","US Alaska"
"DSOLEGA","R",10,0.288540495477748,"positive_range_top_20_percent","Dover sole Gulf of Alaska","AFSC-DSOLEGA-1978-2009-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-GA","US Alaska"
"DSOLEGA","UdivUmsypref",4,0.730140456568363,"positive_range_top_20_percent","Dover sole Gulf of Alaska","AFSC-DSOLEGA-1978-2009-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-GA","US Alaska"
"DSOLEPCOAST","sst.z",9,0.449083704672391,"positive_range_top_20_percent","Dover sole Pacific Coast","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-PCOAST","US West Coast"
"DSOLEPCOAST","R",5,0.583819835829562,"positive_range_top_20_percent","Dover sole Pacific Coast","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-PCOAST","US West Coast"
"DSOLEPCOAST","UdivUmsypref",6,0.967880659751869,"positive_range_top_20_percent","Dover sole Pacific Coast","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","Microstomus pacificus","Dover sole","USA-NMFS-PCOAST","US West Coast"
"DUSROCKGA","sst.z",9,0.35384590580021,"positive_range_top_20_percent","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2010-STACHURA","Sebastes variabilis","Dusky rockfish","USA-NMFS-GA","US Alaska"
"DUSROCKGA","R",2,0.156926278571022,"positive_range_top_20_percent","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2010-STACHURA","Sebastes variabilis","Dusky rockfish","USA-NMFS-GA","US Alaska"
"DUSROCKGA","UdivUmsypref",5,0.541000844643781,"positive_range_top_20_percent","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1973-2010-STACHURA","Sebastes variabilis","Dusky rockfish","USA-NMFS-GA","US Alaska"
"ESOLEPCOAST","sst.z",8,0.437697777207332,"positive_range_top_20_percent","English sole Pacific Coast","NWFSC-ESOLEPCOAST-1876-2007-BRANCH","Parophrys vetulus","English sole","USA-NMFS-PCOAST","US West Coast"
"ESOLEPCOAST","R",6,0.424125813175069,"positive_range_top_20_percent","English sole Pacific Coast","NWFSC-ESOLEPCOAST-1876-2007-BRANCH","Parophrys vetulus","English sole","USA-NMFS-PCOAST","US West Coast"
"ESOLEPCOAST","UdivUmsypref",3,0.973623325022029,"positive_range_top_20_percent","English sole Pacific Coast","NWFSC-ESOLEPCOAST-1876-2007-BRANCH","Parophrys vetulus","English sole","USA-NMFS-PCOAST","US West Coast"
"FLSOLEBSAI","sst.z",8,0.42448910558854,"positive_range_top_20_percent","Flathead sole Bering Sea and Aleutian Islands","AFSC-FLSOLEBSAI-1974-2010-STACHURA","Hippoglossoides elassodon","Flathead sole","USA-NMFS-BSAI","US Alaska"
"FLSOLEBSAI","R",3,0.463315844500622,"positive_range_top_20_percent","Flathead sole Bering Sea and Aleutian Islands","AFSC-FLSOLEBSAI-1974-2010-STACHURA","Hippoglossoides elassodon","Flathead sole","USA-NMFS-BSAI","US Alaska"
"FLSOLEBSAI","UdivUmsypref",2,0.299846125512109,"positive_range_top_20_percent","Flathead sole Bering Sea and Aleutian Islands","AFSC-FLSOLEBSAI-1974-2010-STACHURA","Hippoglossoides elassodon","Flathead sole","USA-NMFS-BSAI","US Alaska"
"GAGGM","sst.z",2,0.138517174304663,"positive_range_top_20_percent","Gag Gulf of Mexico","SEFSC-GAGGM-1963-2012-HIVELY","Mycteroperca microlepis","Gag","USA-NMFS-GM","US Southeast and Gulf"
"GAGGM","R",3,0.570838286761918,"positive_range_top_20_percent","Gag Gulf of Mexico","SEFSC-GAGGM-1963-2012-HIVELY","Mycteroperca microlepis","Gag","USA-NMFS-GM","US Southeast and Gulf"
"GAGGM","UdivUmsypref",3,0.749696428956486,"positive_range_top_20_percent","Gag Gulf of Mexico","SEFSC-GAGGM-1963-2012-HIVELY","Mycteroperca microlepis","Gag","USA-NMFS-GM","US Southeast and Gulf"
"GAGSATLC","sst.z",3,0.0414249979794025,"positive_range_top_20_percent","Gag Southern Atlantic coast","SEFSC-GAGSATLC-1962-2005-JENSEN","Mycteroperca microlepis","Gag","USA-NMFS-SATLC","US Southeast and Gulf"
"GAGSATLC","R",3,0.63366153499424,"positive_range_top_20_percent","Gag Southern Atlantic coast","SEFSC-GAGSATLC-1962-2005-JENSEN","Mycteroperca microlepis","Gag","USA-NMFS-SATLC","US Southeast and Gulf"
"GAGSATLC","UdivUmsypref",3,0.810402231776143,"positive_range_top_20_percent","Gag Southern Atlantic coast","SEFSC-GAGSATLC-1962-2005-JENSEN","Mycteroperca microlepis","Gag","USA-NMFS-SATLC","US Southeast and Gulf"
"GEMFISHNZ","sst.z",2,0.365575258772066,"positive_range_top_20_percent","Common gemfish New Zealand","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","Rexea solandri","Common gemfish","New Zealand-MFish-NZ","New Zealand"
"GEMFISHNZ","R",5,0.501165981207065,"positive_range_top_20_percent","Common gemfish New Zealand","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","Rexea solandri","Common gemfish","New Zealand-MFish-NZ","New Zealand"
"GEMFISHNZ","UdivUmsypref",6,0.93437683779315,"positive_range_top_20_percent","Common gemfish New Zealand","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","Rexea solandri","Common gemfish","New Zealand-MFish-NZ","New Zealand"
"GHALBSAI","sst.z",4,0.315130477522591,"positive_range_top_20_percent","Greenland halibut Bering Sea and Aleutian Islands","AFSC-GHALBSAI-1960-2015-HIVELY","Reinhardtius hippoglossoides","Greenland halibut","USA-NMFS-BSAI","US Alaska"
"GHALBSAI","R",2,0.8877528761368,"positive_range_top_20_percent","Greenland halibut Bering Sea and Aleutian Islands","AFSC-GHALBSAI-1960-2015-HIVELY","Reinhardtius hippoglossoides","Greenland halibut","USA-NMFS-BSAI","US Alaska"
"GHALBSAI","UdivUmsypref",5,0.588276878594718,"positive_range_top_20_percent","Greenland halibut Bering Sea and Aleutian Islands","AFSC-GHALBSAI-1960-2015-HIVELY","Reinhardtius hippoglossoides","Greenland halibut","USA-NMFS-BSAI","US Alaska"
"GOPHERSPCOAST","sst.z",2,0.3484798094001,"positive_range_top_20_percent","Gopher rockfish Southern Pacific Coast","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","Sebastes carnatus","Gopher rockfish","USA-NMFS-SPCOAST","US West Coast"
"GOPHERSPCOAST","R",2,0.498289628841039,"positive_range_top_20_percent","Gopher rockfish Southern Pacific Coast","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","Sebastes carnatus","Gopher rockfish","USA-NMFS-SPCOAST","US West Coast"
"GOPHERSPCOAST","UdivUmsypref",3,0.661691486452762,"positive_range_top_20_percent","Gopher rockfish Southern Pacific Coast","SWFSC-GOPHERSPCOAST-1965-2005-STANTON","Sebastes carnatus","Gopher rockfish","USA-NMFS-SPCOAST","US West Coast"
"GRAMBERGM","sst.z",3,0.0725453316082315,"positive_range_top_20_percent","Greater amberjack Gulf of Mexico","SEFSC-GRAMBERGM-1986-2004-JENSEN","Seriola dumerili","Greater amberjack","USA-NMFS-GM","US Southeast and Gulf"
"GRAMBERGM","R",7,0.547761280999749,"positive_range_top_20_percent","Greater amberjack Gulf of Mexico","SEFSC-GRAMBERGM-1986-2004-JENSEN","Seriola dumerili","Greater amberjack","USA-NMFS-GM","US Southeast and Gulf"
"GRAMBERGM","UdivUmsypref",3,0.84095228882939,"positive_range_top_20_percent","Greater amberjack Gulf of Mexico","SEFSC-GRAMBERGM-1986-2004-JENSEN","Seriola dumerili","Greater amberjack","USA-NMFS-GM","US Southeast and Gulf"
"GRNSTROCKPCOAST","sst.z",5,0.356199475467246,"positive_range_top_20_percent","Greenstriped rockfish Pacific Coast","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","Sebastes elongatus","Greenstriped rockfish","USA-NMFS-PCOAST","US West Coast"
"GRNSTROCKPCOAST","R",3,0.140179148341086,"positive_range_top_20_percent","Greenstriped rockfish Pacific Coast","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","Sebastes elongatus","Greenstriped rockfish","USA-NMFS-PCOAST","US West Coast"
"GRNSTROCKPCOAST","UdivUmsypref",5,0.756880881581257,"positive_range_top_20_percent","Greenstriped rockfish Pacific Coast","PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","Sebastes elongatus","Greenstriped rockfish","USA-NMFS-PCOAST","US West Coast"
"GRSPROCKNCAL","sst.z",2,0.384348164113035,"positive_range_top_20_percent","Greenspotted rockfish Northern Pacific Coast","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-NPCOAST","US West Coast"
"GRSPROCKNCAL","R",5,0.997274628233821,"positive_range_top_20_percent","Greenspotted rockfish Northern Pacific Coast","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-NPCOAST","US West Coast"
"GRSPROCKNCAL","UdivUmsypref",3,0.901363195291551,"positive_range_top_20_percent","Greenspotted rockfish Northern Pacific Coast","SWFSC-GRSPROCKNCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-NPCOAST","US West Coast"
"GRSPROCKSCAL","sst.z",5,0.36705976901002,"positive_range_top_20_percent","Greenspotted rockfish Southern Pacific Coast","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-SPCOAST","US West Coast"
"GRSPROCKSCAL","R",6,0.997043181217837,"positive_range_top_20_percent","Greenspotted rockfish Southern Pacific Coast","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-SPCOAST","US West Coast"
"GRSPROCKSCAL","UdivUmsypref",2,0.859949738992221,"positive_range_top_20_percent","Greenspotted rockfish Southern Pacific Coast","SWFSC-GRSPROCKSCAL-1916-2010-STACHURA","Sebastes chlorostictus","Greenspotted rockfish","USA-NMFS-SPCOAST","US West Coast"
"GSTRGZRSTA7","sst.z",2,0.434873250604525,"positive_range_top_20_percent","Giant stargazer NZ Area STA7","NIWA-GSTRGZRSTA7-1964-2007-CORDUE","Kathetostoma giganteum","Giant stargazer","New Zealand-MFish-STA7","New Zealand"
"GSTRGZRSTA7","R",7,0.0353096327652697,"positive_range_top_20_percent","Giant stargazer NZ Area STA7","NIWA-GSTRGZRSTA7-1964-2007-CORDUE","Kathetostoma giganteum","Giant stargazer","New Zealand-MFish-STA7","New Zealand"
"GSTRGZRSTA7","UdivUmsypref",4,0.925967128279557,"positive_range_top_20_percent","Giant stargazer NZ Area STA7","NIWA-GSTRGZRSTA7-1964-2007-CORDUE","Kathetostoma giganteum","Giant stargazer","New Zealand-MFish-STA7","New Zealand"
"GTRIGGM","sst.z",3,0.0931152952515858,"positive_range_top_20_percent","Gray triggerfish Gulf of Mexico","SEFSC-GTRIGGM-1962-2010-HIVELY","Balistes capriscus","Gray triggerfish","USA-NMFS-GM","US Southeast and Gulf"
"GTRIGGM","R",2,0.951817253233776,"positive_range_top_20_percent","Gray triggerfish Gulf of Mexico","SEFSC-GTRIGGM-1962-2010-HIVELY","Balistes capriscus","Gray triggerfish","USA-NMFS-GM","US Southeast and Gulf"
"GTRIGGM","UdivUmsypref",2,0.94261996683599,"positive_range_top_20_percent","Gray triggerfish Gulf of Mexico","SEFSC-GTRIGGM-1962-2010-HIVELY","Balistes capriscus","Gray triggerfish","USA-NMFS-GM","US Southeast and Gulf"
"HAD5Y","sst.z",2,0.570359874126285,"positive_range_top_20_percent","Haddock Gulf of Maine","NEFSC-HAD5Y-1964-2011-CHING","Melanogrammus aeglefinus","Haddock","USA-NMFS-5Y","US East Coast"
"HAD5Y","R",8,0.0134106607560013,"positive_range_top_20_percent","Haddock Gulf of Maine","NEFSC-HAD5Y-1964-2011-CHING","Melanogrammus aeglefinus","Haddock","USA-NMFS-5Y","US East Coast"
"HAD5Y","UdivUmsypref",3,0.827444943759864,"positive_range_top_20_percent","Haddock Gulf of Maine","NEFSC-HAD5Y-1964-2011-CHING","Melanogrammus aeglefinus","Haddock","USA-NMFS-5Y","US East Coast"
"HADFAPL","sst.z",9,0.748686073391161,"positive_range_top_20_percent","Haddock Faroe Plateau","NWWG-HADFAPL-1955-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Vb1","Europe non EU"
"HADFAPL","R",3,0.523836944924979,"positive_range_top_20_percent","Haddock Faroe Plateau","NWWG-HADFAPL-1955-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Vb1","Europe non EU"
"HADFAPL","UdivUmsypref",2,0.806311026302905,"positive_range_top_20_percent","Haddock Faroe Plateau","NWWG-HADFAPL-1955-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Vb1","Europe non EU"
"HADGB","sst.z",3,0.690629446421609,"positive_range_top_20_percent","Haddock Georges Bank","TRAC-HADGB-1969-2014-WATSON","Melanogrammus aeglefinus","Haddock","USA-NMFS-GB","US East Coast"
"HADGB","R",6,0.0504675691574687,"positive_range_top_20_percent","Haddock Georges Bank","TRAC-HADGB-1969-2014-WATSON","Melanogrammus aeglefinus","Haddock","USA-NMFS-GB","US East Coast"
"HADGB","UdivUmsypref",2,0.722079278494053,"positive_range_top_20_percent","Haddock Georges Bank","TRAC-HADGB-1969-2014-WATSON","Melanogrammus aeglefinus","Haddock","USA-NMFS-GB","US East Coast"
"HADICE","sst.z",3,0.723153638011872,"positive_range_top_20_percent","Haddock Iceland Grounds","NWWG-HADICE-1977-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Va","Europe non EU"
"HADICE","R",10,-0.068866579141735,"max_rho","Haddock Iceland Grounds","NWWG-HADICE-1977-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Va","Europe non EU"
"HADICE","UdivUmsypref",4,0.7536812507483,"positive_range_top_20_percent","Haddock Iceland Grounds","NWWG-HADICE-1977-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-Va","Europe non EU"
"HADNEAR","sst.z",6,0.628648598105445,"positive_range_top_20_percent","Haddock North-East Arctic","AFWG-HADNEAR-1947-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-I-II","Europe non EU"
"HADNEAR","R",2,0.23355380158664,"positive_range_top_20_percent","Haddock North-East Arctic","AFWG-HADNEAR-1947-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-I-II","Europe non EU"
"HADNEAR","UdivUmsypref",7,0.791725866395304,"positive_range_top_20_percent","Haddock North-East Arctic","AFWG-HADNEAR-1947-2012-CHING","Melanogrammus aeglefinus","Haddock","multinational-ICES-I-II","Europe non EU"
"HAKENRTN","sst.z",2,0.673239071203095,"positive_range_top_20_percent","Hake ICES 3a-4-6-7-8abd","WGHMM-HAKENRTN-1961-2011-CHING","Merluccius merluccius","Hake","multinational-ICES-IIIa-IV-VI-VII-VIIIabd","European Union"
"HAKENRTN","R",4,0.176313180811984,"positive_range_top_20_percent","Hake ICES 3a-4-6-7-8abd","WGHMM-HAKENRTN-1961-2011-CHING","Merluccius merluccius","Hake","multinational-ICES-IIIa-IV-VI-VII-VIIIabd","European Union"
